team_id,team_name,country_id,country_name
288,Beauvais,6,france
289,Montpellier,6,france
290,Caen,6,france
291,Cannes,6,france
292,Chateauroux,6,france
293,Martigues,6,france
294,Creteil,6,france
295,Lorient,6,france
296,Laval,6,france
297,Gueugnon,6,france
298,Nice,6,france
299,Le Havre,6,france
300,Nimes,6,france
301,Sochaux,6,france
302,Niort,6,france
303,Angers,6,france
304,Amiens,6,france
305,Grenoble,6,france
306,Istres,6,france
307,Reims,6,france
308,Valence,6,france
309,Clermont,6,france
310,Rouen,6,france
311,Besancon,6,france
312,Brest,6,france
313,Dijon,6,france
314,Sete,6,france
315,Valenciennes,6,france
316,Libourne,6,france
317,Tours,6,france
318,Boulogne,6,france
319,Vannes,6,france
320,Arles,6,france
321,Evian Thonon Gaillard,6,france
322,Ajaccio GFCO,6,france
323,CA Bastia,6,france
324,Orleans,6,france
325,Bourg Peronnas,6,france
326,Paris FC,6,france
327,Red Star,6,france
328,Quevilly Rouen,6,france
329,Beziers,6,france
330,Chambly,6,france
331,Rodez,6,france
332,Dunkerque,6,france
333,Pau FC,6,france
334,Annecy,6,france
335,Concarneau,6,france
336,Charleville,6,france
337,Louhans-Cuis.,6,france
338,Mulhouse,6,france
339,Red Star 93,6,france
340,Perpignan,6,france
341,St Brieuc,6,france
342,Toulon,6,france
343,Epinal,6,france
344,Dortmund,7,germany
345,Hertha,7,germany
346,Cottbus,7,germany
347,Leverkusen,7,germany
348,M'gladbach,7,germany
349,Bayern Munich,7,germany
350,Nurnberg,7,germany
351,Bochum,7,germany
352,Schalke 04,7,germany
353,Wolfsburg,7,germany
354,Stuttgart,7,germany
355,Kaiserslautern,7,germany
356,Bielefeld,7,germany
357,Werder Bremen,7,germany
358,Hamburg,7,germany
359,Hannover,7,germany
360,Munich 1860,7,germany
361,Hansa Rostock,7,germany
362,Duisburg,7,germany
363,Greuther Furth,7,germany
364,Ein Trier,7,germany
365,Burghausen,7,germany
366,Union Berlin,7,germany
367,Mainz,7,germany
368,Aachen,7,germany
369,Freiburg,7,germany
370,Ahlen,7,germany
371,Reutlingen,7,germany
372,Braunschweig,7,germany
373,Mannheim,7,germany
374,Ein Frankfurt,7,germany
375,St Pauli,7,germany
376,Lubeck,7,germany
377,Oberhausen,7,germany
378,Karlsruhe,7,germany
379,FC Koln,7,germany
380,Osnabruck,7,germany
381,Erzgebirge Aue,7,germany
382,Regensburg,7,germany
383,Unterhaching,7,germany
384,Dresden,7,germany
385,Essen,7,germany
386,Saarbrucken,7,germany
387,Erfurt,7,germany
388,Offenbach,7,germany
389,Siegen,7,germany
390,Paderborn,7,germany
391,CZ Jena,7,germany
392,Koblenz,7,germany
